Indice,Valor_Embedding
405,0.13613498210906982
406,0.04755639657378197
407,-0.10984858125448227
408,-0.045104581862688065
409,0.019836384803056717
410,0.09914061427116394
411,-0.04444407671689987
412,-0.009071100503206253
413,-0.25154608488082886
414,0.24126595258712769
415,0.09784106910228729
416,0.05764758959412575
417,0.13905611634254456
418,0.09902861714363098
419,0.1480402797460556
420,-0.1997937113046646
421,0.15948563814163208
422,-0.17407530546188354
423,-0.1788904219865799
424,0.10092158615589142
425,-0.28513962030410767
426,0.10854839533567429
427,-0.2410135567188263
428,-0.0028680134564638138
429,0.12486878782510757
430,0.0442085787653923
431,0.061340078711509705
432,0.2550507187843323
433,0.2656945288181305
434,-0.1146780401468277
435,-0.23288695514202118
436,0.11833452433347702
437,0.007457513362169266
438,0.08475153893232346
439,-0.08930878341197968
440,0.2341099977493286
441,-0.11293763667345047
442,0.07616886496543884
443,0.03598837926983833
444,0.0783456563949585
445,-0.02467489056289196
446,0.22012101113796234
447,-0.0852484405040741
448,-0.11060995608568192
449,-0.03970114514231682
450,0.19374258816242218
451,-0.09436925500631332
452,-0.07474848628044128
453,0.1634167730808258
454,0.030406100675463676
455,-0.1236741915345192
456,-0.12434172630310059
457,0.1219971552491188
458,-0.015308930538594723
459,0.11268768459558487
460,0.07956063747406006
461,-0.24386782944202423
462,-0.26042771339416504
463,0.10045766085386276
464,-0.01470242440700531
465,0.08963477611541748
466,0.01912946254014969
467,0.11875952780246735
468,0.047113172709941864
469,0.030454333871603012
470,0.10578249394893646
471,0.06729505956172943
472,0.1529879868030548
473,-0.05245893821120262
474,0.020059093832969666
475,0.03946573659777641
476,0.13509993255138397
477,0.2370390146970749
478,-0.19743141531944275
479,0.026285331696271896
480,-0.04062260314822197
481,0.09664230793714523
482,-0.11788539588451385
483,0.06569431722164154
484,-0.17051708698272705
485,-0.2665974497795105
486,0.0332631841301918
487,0.024772100150585175
488,0.049314409494400024
489,-0.17872199416160583
490,-0.23241069912910461
491,-0.18127579987049103
492,-0.0025422777980566025
493,-0.4387547969818115
494,-0.2720368802547455
495,0.05192955583333969
496,0.1714274287223816
497,-0.22495296597480774
498,0.20226377248764038
499,-0.012641768902540207
500,0.22645732760429382
501,-0.1963760107755661
502,0.11970967054367065
503,-0.14366978406906128
504,0.06570959836244583
505,-0.184224933385849
506,0.0032457057386636734
507,-0.23997090756893158
508,0.10046220570802689
509,0.25490906834602356
510,0.07878179848194122
511,0.18276816606521606
